answerId;questionId;answerContent
2837;1304;Tylko sąsiedni pas ruchu.
2838;1305;Mocno wcisnąć pedał hamulca i nie zwalniać go w chwili zadziałania układu ABS.
2839;1305;Mocno wcisnąć pedał hamulca i zmniejszyć nacisk w chwili zadziałania układu ABS.
2840;1305;Hamować pulsacyjnie aż do zadziałania układu ABS.
2841;1306;Przed naciśnięciem pedału hamulca.
2842;1306;Równocześnie z pedałem hamulca.
2843;1306;Gdy prędkość poruszania się samochodu spadnie do minimalnej dla aktualnego przełożenia.
2844;1307;Górną część ciała odchylę w prawo.
2845;1307;Zaprę się prawą stopą o płytę podnóżka.
2846;1307;Będę utrzymywać ciało w osi wzdłużnej pojazdu.
2847;1308;Górną część ciała odchylę w prawo.
2848;1308;Pozostawię ciężar ciała w osi wzdłużnej pojazdu.
2849;1308;Zaprę się prawą stopą o płytę podnóżka.
2850;1309;Siedzącą, z ciężarem ciała przeniesionym w stronę tylnej osi.
2851;1309;Stojącą, prostopadłą do osi wzdłużnej pojazdu.
2852;1309;Siedzącą, z ciałem pochylonym do przodu
2853;1310;Siedzącą, prostopadłą do osi wzdłużnej pojazdu.
2854;1310;Stojącą, pochyloną ku przedniej osi.
2855;1310;Siedzącą, odchyloną ku tylnej osi.
2856;1311;Utrzymywanie niewielkiej stałej prędkości jazdy.
2857;1311;Pochylenie się w stronę zakrętu.
2858;1311;Nagłe zamknięcie lub otwarcie przepustnicy.
2859;1312;Tyle, ile wynosi liczba miejsc określona w dowodzie rejestracyjnym plus jedno dziecko w wieku do 3 lat
2860;1312;Tyle, ile wynosi liczba miejsc określona w dowodzie rejestracyjnym plus jedno dziecko w wieku do 7 lat.
2861;1312;Tyle, ile wynosi liczba miejsc określona w dowodzie rejestracyjnym.
2862;1313;Dowód rejestracyjny.
2863;1313;Prawo jazdy.
2864;1313;Dokument stwierdzający zawarcie umowy obowiązkowego ubezpieczenia odpowiedzialności cywilnej.
2865;1314;Tylko kierujący i pasażer siedzący na przednim siedzeniu.
2866;1314;Kierujący i pasażer - na przednim siedzeniu zawsze, a na tylnym tylko wówczas, gdy pojazd porusza się poza obszarem zabudowanym.
2867;1314;Kierujący i wszyscy pasażerowie.
2868;1315;Nie.
2869;1315;Tak, ale tylko wówczas, gdy pojazd porusza się poza obszarem zabudowanym.
2870;1315;Tak.
2871;1316;Nie, pod warunkiem panowania nad pojazdem.
2872;1316;Nie, pod warunkiem, że telefon trzymam oddalony od ucha z włączonym trybem głośnomówiącym.
2873;1316;Tak, nawet wówczas gdy telefon trzymam oddalony od ucha z włączonym trybem głośnomówiącym.
2874;1317;5
2875;1317;9
2876;1317;10
2877;1318;Na wszystkich drogach.
2878;1318;Tylko na drogach twardych.
2879;1318;Tylko na drogach poza obszarem zabudowanym.
2880;1319;Tak, tylko na tylnym siedzeniu.
2881;1319;Nie.
2882;1319;Tak, jeżeli korzysta się z pasów bezpieczeństwa.
2883;1320;Nie.
2884;1320;Tak, ale tylko na tylnym siedzeniu.
2885;1320;Tak, ale pod warunkiem, że osoba ta korzysta z pasów bezpieczeństwa.
2886;1321;W dowolnym nosidełku, jeśli jest przypięte pasami bezpieczeństwa.
2887;1321;W odpowiednim dla noworodka foteliku ochronnym.
2888;1321;Na kolanach osoby dorosłej z zapiętymi pasami bezpieczeństwa.
2889;1322;Nie.
2890;1322;Tak, ale tylko z prędkością do 40 km/h.
2891;1322;Tak, z dowolną prędkością.
2892;1323;Samochodem ciężarowym o dopuszczalnej masie całkowitej 2,5 t z przyczepą lekką.
2893;1323;Ciągnikiem rolniczym z dwiema przyczepami.
2894;1323;Samochodem osobowym z przyczepą, których łączna dopuszczalna masa całkowita wynosi 4,5 t.
2895;1324;2 m.
2896;1324;1 m.
2897;1324;0,5 m.
2898;1325;18,75 m.
2899;1325;17,75 m.
2900;1325;15 m.
2901;1326;Niezwłocznie usunąć pojazd z drogi, aby nie utrudniał ruchu.
2902;1326;Niezwłocznie pozbierać uszkodzone części pojazdu z jezdni, aby nie utrudniały ruchu.
2903;1326;Udzielić niezbędnej pomocy ofiarom wypadku oraz wezwać zespół ratownictwa medycznego i Policję.
2904;1327;30-50 m.
2905;1327;100 m.
2906;1327;150 m.
2907;1328;Samochód osobowy z przyczepą.
2908;1328;Motocykl z bocznym wózkiem.
2909;1328;Pojazdy silnikowe złączone w celu holowania.
2910;1329;Koło zapasowe.
2911;1329;Apteczka doraźnej pomocy.
2912;1329;Gaśnica.
2913;1330;Nie.
2914;1330;Tak, pod warunkiem, że pojazd pozostaje w polu widzenia.
2915;1330;Tak, na czas nie dłuższy niż 1 minutę.
2916;1331;Usunąć pojazdu z drogi, aby nie utrudniał ruchu.
2917;1331;Udzielić niezbędnej pomocy ofiarom wypadku.
2918;1331;Wezwać zespołu ratownictwa medycznego.
2919;1332;Podnośnik.
2920;1332;Ostrzegawczy trójkąt odblaskowy.
2921;1332;Kamizelka odblaskowa.
2922;1333;Ostrzegawczy trójkąt odblaskowy.
2923;1333;Komplet zapasowych żarówek.
2924;1333;Urządzenie głośnomówiące do telefonu.
2925;1334;Gaśnica.
2926;1334;Nawigacja satelitarna.
2927;1334;Urządzenie do przecinania pasów.
2928;1335;Zawsze co 3 lata.
2929;1335;Zawsze co 2 lata.
2930;1335;Przed upływem terminu podanego w dowodzie rejestracyjnym pojazdu.
2931;1336;Tak, przez 7 dni po upływie terminu ważności.
2932;1336;Tak, przez 14 dni po upływie terminu ważności.
2933;1336;Nie.
2934;1337;Po zmianie właściciela pojazdu.
2935;1337;Po skierowaniu przez organ kontroli ruchu drogowego.
2936;1337;Po wygaśnięciu umowy ubezpieczenia OC.
2937;1338;Jeździć z jedną tablicą.
2938;1338;Niezwłocznie zastąpić tablicę rejestracyjną inną, bez znaku legalizacji.
2939;1338;Wystąpić z wnioskiem o wydanie zalegalizowanego wtórnika tablicy rejestracyjnej.
2940;1339;W każdym dobrze wyposażonym warsztacie samochodowym.
2941;1339;W autoryzowanej stacji napraw, która serwisuje pojazd.
2942;1339;W podstawowej lub okręgowej stacji kontroli pojazdów.
2943;1340;Tak, przez 7 dni po upływie terminu ważności.
2944;1340;Tak, przez 14 dni po upływie terminu ważności.
2945;1340;Nie.
2946;1341;Po zmianie właściciela pojazdu.
2947;1341;Po skierowaniu przez organ kontroli ruchu drogowego.
2948;1341;Po wygaśnięciu umowy ubezpieczenia OC.
2949;1342;0,2 ‰.
2950;1342;0,1 ‰.
2951;1342;0,05 ‰.
2952;1343;W każdym dobrze wyposażonym warsztacie samochodowym.
2953;1343;W autoryzowanej stacji napraw, która serwisuje pojazd.
2954;1343;W podstawowej lub okręgowej stacji kontroli pojazdów.
2955;1344;Motocyklem z wózkiem bocznym.
2956;1344;Czterokołowcem.
2957;1344;Każdym pojazdem samochodowym o masie własnej wynoszącej 650 kg.
2958;1345;Każdym samochodem osobowym.
2959;1345;Motorowerem.
2960;1345;Ciągnikiem rolniczym.
2961;1346;Większe uszkodzenia pojazdu podczas kolizji.
2962;1346;Większe obrażenia ciała kierowcy podczas wypadku.
2963;1346;Uszkodzenie poduszki powietrznej.
2964;1347;O działaniu wspomagania układu hamulcowego.
2965;1347;O wysokim poziomie płynu hamulcowego w zbiorniku wyrównawczym.
2966;1347;O działaniu układu przeciwblokującego (ABS).
2967;1348;Zużyciem przegubów (końcówek) drążków kierowniczych.
2968;1348;Zużyciem opon.
2969;1348;Niewyważeniem kół kierowanych.
2970;1349;Działanie wspomagania układu kierowniczego.
2971;1349;Nieprawidłowe ustawienie zbieżności kół.
2972;1349;Zbyt niskie ciśnienie w prawej przedniej oponie.
2973;1350;Wzrost siły tarcia.
2974;1350;Skrócenie drogi hamowania.
2975;1350;Zmniejszenie siły tarcia i wydłużenie drogi hamowania.
2976;1351;Zwiększenie przyczepności kół do jezdni.
2977;1351;Zmniejszenie przyczepności kół i sterowności pojazdu.
2978;1351;Zwiększenie skuteczności hamowania.
2979;1352;Zblokowanie kół jezdnych.
2980;1352;Zwiększenie okresu eksploatacji opony.
2981;1352;Nierównomierne zużycie bieżnika opony.
2982;1353;Na bezpieczeństwo w czasie zwiększania prędkości.
2983;1353;Na bezpieczeństwo podczas zmiany pasa ruchu.
2984;1353;Na bezpieczeństwo podczas wymijania.
2985;1354;Do oświetlania drogi.
2986;1354;Do określania pozycji pojazdu.
2987;1354;Do sygnalizowania zmiany pasa ruchu.
2988;1355;Zwiększone zużycie paliwa.
2989;1355;Zwiększone zużycie żarówek.
2990;1355;Oślepianie kierujących nadjeżdżających z przeciwka.
2991;1356;Tak, aby oświetlały drogę na odległość do 30 m przed pojazdem.
2992;1356;Tak, aby symetrycznie oświetlały całą drogę.
2993;1356;Tak, aby oświetlały drogę asymetrycznie.
2994;1357;Zwiększają skuteczność sygnalizowania hamowania we mgle.
2995;1357;Zastępują światła pozycyjne.
2996;1357;Poprawiają widoczność pojazdu w gęstej mgle ograniczającej widoczność do 50 m.
2997;1358;Oświetlają drogę z przodu pojazdu.
2998;1358;Oświetlają drogę z tyłu pojazdu i sygnalizują manewr cofania.
2999;1358;Podświetlają tablicę rejestracyjną z tyłu pojazdu.
3000;1359;Zmniejszenie zużycia płynu do spryskiwaczy.
3001;1359;Zmniejszenie zużycia akumulatora.
3002;1359;Pogorszenie widoczności drogi w czasie deszczu.
3003;1360;O zmiennym tonie.
3004;1360;O dowolnym tonie.
3005;1360;O ciągłym nieprzeraźliwym tonie.
3006;1361;Zwiększenie pojemności silnika.
3007;1361;Zwiększenie poziomu emisji hałasu przez układ wydechowy pojazdu
3008;1361;Zwiększenie spalania oleju silnikowego.
3009;1362;Zwarcie w obwodzie świateł kierunkowskazów.
3010;1362;Niesprawność żarówki w jednej z lamp kierunkowskazów.
3011;1362;Niskie napięcie akumulatora.
3012;1363;Zwiększone zużycie paliwa.
3013;1363;Pogorszenie widoczności drogi w nocy.
3014;1363;Zwiększone zużycie żarówek.
3015;1364;Tak.
3016;1364;Nie, ale warto ją mieć.
3017;1364;Tak, jeżeli jest wyposażony w instalację gazową.
3018;1365;Zaniechanie udzielenia jakiejkolwiek pomocy.
3019;1365;Każde nieprofesjonalne działanie ratownicze.
3020;1365;Każde nieprofesjonalne i błędne działanie ratownicze.
3021;1366;Nazwa ulicy i numer posesji lub numer drogi, nazwa najbliższej miejscowości, słupek kilometrowy.
3022;1366;Numer telefonu informującego.
3023;1366;Jedynie nazwa najbliższej miejscowości.
3024;1367;Unieść rękę powyżej wysokości serca bez opatrywania.
3025;1367;Założyć opaskę uciskową powyżej rany.
3026;1367;Zrobić opatrunek uciskowy jałowy z gazy i unieruchomić.
3027;1368;Przyspieszyć i jechać do szpitala.
3028;1368;Ostrożnie zjechać na pas awaryjny, wezwać Ratownictwo Medyczne i rozpiąć pasy.
3029;1368;Otworzyć okno i jechać do szpitala.
3030;1369;Unieruchomić głowę i kręgosłup szyjny i założyć opatrunek osłaniający.
3031;1369;Nałożyć opatrunki uciskowe na miejsca krwawiące.
3032;1369;Nie dotykać poszkodowanego.
3033;1370;Uszkodzenia kręgosłupa lędźwiowego.
3034;1370;Uszkodzenia kręgosłupa piersiowego.
3035;1370;Uraz kręgosłupa szyjnego i czaszki.
3036;1371;997
3037;1371;998
3038;1371;112 lub 999
3039;1372;Ustalenie przebiegu wypadku.
3040;1372;Ustalenie sprawcy wypadku.
3041;1372;Pozostanie na miejscu zdarzenia.
3042;1373;5 wdechów wstępnych, następnie 30 uciśnięć i 2 wdechy.
3043;1373;15 uciśnięć i następnie 2 wdechy.
3044;1373;30 uciśnięć i następnie 2 wdechy.
3045;1374;Podać mu gorący napój.
3046;1374;Podać mu alkohol.
3047;1374;Wezwać zespół ratownictwa medycznego, zabrać go do samochodu, okryć i powoli ogrzewać.
3048;1375;Nie, gdyż udzielać pomocy mogą jedynie osoby z wykształceniem medycznym.
3049;1375;Tak, gdyż można samodzielnie wykonać część działań ratunkowych.
3050;1375;Nie, gdyż za ewentualnie popełnione błędy grozi odpowiedzialność karna.
3051;1376;Założyć opatrunek z waty.
3052;1376;Unieruchomić dwa sąsiadujące stawy.
3053;1376;Natychmiast mocno naciągnąć kończynę.
3054;1377;Wyłącznie jałową gazę.
3055;1377;Opatrunek uciskowy z gazy lub bandaża.
3056;1377;Jodynę i gencjanę.
3057;1378;Ponieważ zapewnia poszkodowanemu największy komfort oczekiwania na pogotowie.
3058;1378;Ponieważ zabezpiecza przed urazami kręgosłupa szyjnego.
3059;1378;Ponieważ zapobiega niedrożności dróg oddechowych i zachłyśnięciu.
3060;1379;Pozostawienie pojazdu w miejscu zdarzenia.
3061;1379;Wezwanie policji.
3062;1379;Usunięcie pojazdu z miejsca zdarzenia, aby nie powodował zagrożenia lub tamowania ruchu.
3063;1380;Możliwie szybko jechać do szpitala.
3064;1380;Bezpiecznie zatrzymać samochód, wyjąć dziecko i trzymając je głową w dół uderzać między łopatkami.
3065;1380;Telefonicznie wezwać zespół ratownictwa medycznego bez samodzielnego udzielania pomocy dziecku.
3066;1381;130 km/h.
3067;1381;140 km/h.
3068;1381;150 km/h.
3069;1382;105 km/h.
3070;1382;125 km/h.
3071;1382;145 km/h.
3072;1383;90 km/h.
3073;1383;100 km/h.
3074;1383;120 km/h.
3075;1384;70 km/h.
3076;1384;50 km/h.
3077;1384;30 km/h.
3078;1385;20 km/h.
3079;1385;30 km/h.
3080;1385;40 km/h.
3081;1386;"Tak, możesz go wykorzystać do omijania pojazdów w zatorze drogowym (""korku"")."
3082;1386;Tak, możesz jechać za autobusem, aby uniknąć utrudnień w ruchu.
3083;1386;Nie.
3084;1387;A.
3085;1387;B.
3086;1387;C.
3087;1388;Motoroweru.
3088;1388;Motocykla jednośladowego.
3089;1388;Samochodu osobowego.
3090;1389;Ciągnik rolniczy bez przyczepy.
3091;1389;Motocykl jednośladowy.
3092;1389;Czterokołowiec lekki.
3093;1390;Ciągnik rolniczy.
3094;1390;Motocykl z bocznym wózkiem.
3095;1390;Motorower.
3096;1391;Motocykl jednośladowy.
3097;1391;Motocykl trójkołowy o symetrycznym rozmieszczeniu kół.
3098;1391;Czterokołowiec lekki.
3099;1392;Czterokołowiec lekki.
3100;1392;Motorower.
3101;1392;Motocykl z bocznym wózkiem.
3102;1393;Tak, tylko do najbliższego skrzyżowania.
3103;1393;Tak, z zachowaniem szczególnej ostrożności.
3104;1393;Nie.
3105;1394;70 km/h.
3106;1394;50 km/h.
3107;1394;30 km/h.
3108;1395;20 km/h.
3109;1395;30 km/h.
3110;1395;40 km/h.
3111;1396;10
3112;1396;15
3113;1396;20
3114;1397;Ciągnik rolniczy bez przyczepy.
3115;1397;Motocykl jednośladowy.
3116;1397;Inny czterokołowiec lekki.
3117;1398;Ciągnik rolniczy.
3118;1398;Motocykl z bocznym wózkiem.
3119;1398;Motorower.
3120;1399;Motorower.
3121;1399;Samochód osobowy.
3122;1399;Czterokołowiec lekki.
3123;1400;Tak, tylko do najbliższego skrzyżowania.
3124;1400;Tak, z zachowaniem szczególnej ostrożności.
3125;1400;Nie.
3126;1401;Nie.
3127;1401;Tak, pod warunkiem ustępowania miejsca rowerzystom.
3128;1401;Tak, z zachowaniem szczególnej ostrożności.
3129;1402;Sygnał dźwiękowy.
3130;1402;Gaśnica.
3131;1402;Apteczka doraźnej pomocy.
3132;1403;Trójkąt ostrzegawczy.
3133;1403;Gaśnica.
3134;1403;Co najmniej dwa lusterka zewnętrzne.
3135;1404;Tak.
3136;1404;Nie, jest to zabronione.
3137;1404;Nie, ale jest to dopuszczalne.
3138;1405;Tylne trójkątne.
3139;1405;Tylne inne niż trójkątne.
3140;1405;Boczne.
3141;1406;2,6 mm.
3142;1406;1,6 mm.
3143;1406;1,1 mm.
3144;1407;Apteczka doraźnej pomocy.
3145;1407;Trójkąt ostrzegawczy.
3146;1407;Gaśnica.
3147;1408;Pozycyjne przednie i tylne.
3148;1408;Drogowe.
3149;1408;Mijania.
3150;1409;Spodnie materiałowe, koszula z krótkim rękawem, sandały.
3151;1409;Dżinsowe spodnie i koszula z długim rękawem, buty sportowe.
3152;1409;Kombinezon z ochraniaczami, buty z cholewką, rękawice.
3153;1410;Tak, jadąc dowolnym motocyklem.
3154;1410;Tak, z wyjątkiem jazdy motocyklem fabrycznie wyposażonym w pasy bezpieczeństwa.
3155;1410;Nie, jadąc dowolnym motocyklem z bocznym wózkiem.
3156;1411;Sygnał dźwiękowy.
3157;1411;Gaśnica.
3158;1411;Apteczka doraźnej pomocy.
3159;1412;2,6 mm.
3160;1412;1,6 mm.
3161;1412;1,1 mm.
3162;1413;Trójkąt ostrzegawczy.
3163;1413;Gaśnica.
3164;1413;Co najmniej jedno lusterko wsteczne z lewej strony.
3165;1414;Tylne trójkątne.
3166;1414;Tylne inne niż trójkątne.
3167;1414;Boczne.
3168;1415;Trójkąt ostrzegawczy.
3169;1415;Gaśnica.
3170;1415;Światło barwy białej umieszczone z przodu.
3171;1416;Spodnie materiałowe, koszula z krótkim rękawem, sandały.
3172;1416;Dżinsowe spodnie i koszula z długim rękawem, buty sportowe.
3173;1416;Kombinezon z ochraniaczami, buty z cholewką, rękawice.
3174;1417;Czas reakcji kierującego.
3175;1417;System kontroli trakcji.
3176;1417;Rodzaj nawierzchni, po której porusza się pojazd.
3177;1418;Dwukrotnie.
3178;1418;Trzykrotnie.
3179;1418;Czterokrotnie.
3180;1419;Dowolny.
3181;1419;Niezbędny do uniknięcia zderzenia w razie zatrzymania się pojazdu poprzedzającego.
3182;1419;Odpowiadający długości motocykla.
3183;1420;Co najmniej 2 m podczas wyprzedzania pieszego.
3184;1420;Co najmniej 2 m podczas wyprzedzania rowerzysty.
3185;1420;Co najmniej 1 m podczas wyprzedzania innego motocykla.
3186;1421;200 m.
3187;1421;300 m.
3188;1421;500 m.
3189;1422;3 m.
3190;1422;5 m.
3191;1422;4 m.
3192;1423;Wjeżdżając w łuk.
3193;1423;Wyjeżdżając z łuku.
3194;1423;Odpowiednio wcześnie, tak aby uniknąć hamowania na łuku drogi.
3195;1424;Pionowej.
3196;1424;Przechylonej w lewo.
3197;1424;Przechylonej w prawo.
3198;1425;Dostosować prędkość tak, aby uniknąć hamowania w trakcie pokonywania łuku.
3199;1425;Zwiększyć prędkość, aby wykorzystać siłę odśrodkową.
3200;1425;Zbliżyć się do lewej krawędzi jezdni, aby podczas pokonywania łuku wykorzystać całą dostępną szerokość drogi.
3201;1426;Dowolny.
3202;1426;Niezbędny do uniknięcia zderzenia w razie zatrzymania się pojazdu poprzedzającego.
3203;1426;Odpowiadający dwukrotnej długości motoroweru.
3204;1427;Wjeżdżając w łuk.
3205;1427;Wyjeżdżając z łuku.
3206;1427;Odpowiednio wcześnie, tak aby uniknąć hamowania na łuku drogi.
3207;1428;Ilość paliwa w zbiorniku.
3208;1428;Wielkość pojazdu.
3209;1428;Rodzaj nawierzchni, po której porusza się pojazd.
3210;1429;Dwukrotnie.
3211;1429;Trzykrotnie.
3212;1429;Czterokrotnie.
3213;1430;Stan nawierzchni jezdni.
3214;1430;Moc silnika.
3215;1430;Dopuszczalną prędkość obowiązującą na danym odcinku drogi.
3216;1431;2 m podczas wyprzedzania rowerzysty.
3217;1431;2 m podczas wyprzedzania motocykla.
3218;1431;1 m podczas wyprzedzania innego motoroweru.
3219;1432;200 m.
3220;1432;300 m.
3221;1432;500 m.
3222;1433;3 m.
3223;1433;5 m.
3224;1433;4 m.
3225;1434;Pionowej.
3226;1434;Przechylonej w lewo.
3227;1434;Przechylonej w prawo.
3228;1435;Dostosować prędkość tak, aby uniknąć hamowania w zakręcie.
3229;1435;Zwiększyć prędkość, aby wykorzystać siłę odśrodkową.
3230;1435;Zbliżyć się do krawędzi jezdni, aby podczas pokonywania łuku wykorzystać całą dostępną szerokość drogi.
3231;1436;Pod kątem zbliżonym do prostego.
3232;1436;Pod skosem, bez względu na ułożenie torowiska względem jezdni.
3233;1436;Zmieniając bieg na wyższy, w celu przyspieszenia.
3234;1437;Nie, jeśli nie są mokre.
3235;1437;Tak, znaki poziome mogą być śliskie niezależnie od warunków atmosferycznych.
3236;1437;Tak, ale tylko w czasie opadów deszczu.
3237;1438;Wykorzystując tylko hamulec tylnego koła.
3238;1438;Wykorzystując tylko hamulec przedniego koła.
3239;1438;Wykorzystując obydwa hamulce i hamowanie silnikiem.
3240;1439;Unosząc się lekko na podnóżkach.
3241;1439;Przesuwając się jak najdalej od kierownicy.
3242;1439;Zwiększając prędkość, aby poprawić stabilność motocykla.
3243;1440;Unikając wjazdu na metalowe elementy studzienek.
3244;1440;Jak najbliżej środka metalowych elementów.
3245;1440;Z użyciem hamulca w momencie wjazdu na studzienkę.
3246;1441;Pod kątem zbliżonym do prostego.
3247;1441;Pod skosem, bez względu na ułożenie torowiska względem jezdni.
3248;1441;Zmieniając bieg na wyższy, w celu przyspieszenia.
3249;1442;Nie, jeśli nie są mokre.
3250;1442;Tak, znaki poziome mogą być śliskie niezależnie od warunków atmosferycznych.
3251;1442;Tak, ale tylko w czasie deszczu.
3252;1443;Wykorzystując tylko hamulec tylnego koła.
3253;1443;Wykorzystując tylko hamulec przedniego koła.
3254;1443;Wykorzystując obydwa hamulce i hamowanie silnikiem.
3255;1444;Unosząc się lekko na podnóżkach.
3256;1444;Przesuwając się jak najdalej od kierownicy.
3257;1444;Tak samo, jak na drodze twardej o suchej i czystej nawierzchni.
3258;1445;Nie, nie ma takiej potrzeby.
3259;1445;Tak, obserwując ją w lusterkach.
3260;1445;Tak, odwracając głowę, żeby obserwować ją bezpośrednio.
3261;1446;Źle dobrane okulary i kask.
3262;1446;Źle dobrany motocykl.
3263;1446;Niewłaściwie dobrany kombinezon.
3264;1447;Na nawierzchnię tuż przed przednim kołem.
3265;1447;Na prędkościomierz.
3266;1447;W kierunku, w którym zamierzasz jechać.
3267;1448;Odwrócę głowę, aby obserwować bezpośrednio drogę za motocyklem.
3268;1448;Spojrzę w lusterka pokazujące drogę za motocyklem.
3269;1448;"Spojrzę w lusterka i lekko obrócę głowę, żeby wyeliminować tzw. ""martwe pole""."
3270;1449;"Patrząc na wprost i obserwując torowisko ""kątem oka""."
3271;1449;Obracając głowę i bezpośrednio obserwując torowisko.
3272;1449;Trzymając głowę na wprost i wykonując tylko ruchy oczami.
3273;1450;Nie, nie ma takiej potrzeby.
3274;1450;Tak, kontrolując ją regularnie w lusterku.
3275;1450;Tak, odwracając głowę, żeby obserwować ją bezpośrednio.
3276;1451;Odwracając głowę, aby obserwować bezpośrednio drogę za motorowerem.
3277;1451;Spoglądając w lusterko pokazujące drogę za motorowerem.
3278;1451;"Spoglądając w lusterko i lekko obracając głowę, aby wyeliminować tzw. ""martwe pole""."
3279;1452;Źle dobrane okulary i kask.
3280;1452;Źle dobrany motorower.
3281;1452;Niewłaściwie dobrany kombinezon.
3282;1453;Na nawierzchnię tuż przed przednim kołem.
3283;1453;Na prędkościomierz.
3284;1453;W kierunku, w którym zamierzasz jechać.
3285;1454;"Patrząc na wprost i obserwując torowisko ""kątem oka""."
3286;1454;Obracając głowę i bezpośrednio obserwując torowisko.
3287;1454;Trzymając głowę na wprost i wykonując tylko ruchy oczami.
3288;1455;Podniesie się przednie koło lub zgaśnie silnik.
3289;1455;Przesuniesz się na siedzeniu gwałtownie do przodu.
3290;1455;Przednie koło motocykla będzie miało lepszą przyczepność do nawierzchni.
3291;1456;Pomiędzy każdym biegiem.
3292;1456;Pomiędzy pierwszym a drugim biegiem.
3293;1456;Pomiędzy piątym a czwartym biegiem.
3294;1457;Ujmując gazu i nie naciskając dźwigni sprzęgła.
3295;1457;Naciskając dźwignię sprzęgła.
3296;1457;Włączając bieg neutralny.
3297;1458;Hamulcem przedniego i tylnego koła.
3298;1458;Przy użyciu silnika i pomocy nóg.
3299;1458;Użyję jednego hamulca tylnego koła.
3300;1459;Pozwoli to na skrócenie drogi hamowania w każdych warunkach.
3301;1459;Pozwoli to omijać przeszkody bez zwalniania hamulca.
3302;1459;Nastąpi poślizg koła przedniego.
3303;1460;Zmienię bieg na wyższy w celu uzyskania lepszego przyspieszenia.
3304;1460;Ustalę taką prędkość, aby jak najdłużej jechać po pasie ruchu dla kierunku przeciwnego.
3305;1460;W przypadku wystąpienia chociażby potencjalnego zagrożenia, zrezygnuję z wykonania tego manewru.
3306;1461;Zmniejszę twardość zawieszenia.
3307;1461;Poinstruuję pasażera o sposobie zachowania na motocyklu.
3308;1461;Zmniejszę ciśnienie w ogumieniu.
3309;1462;Hamulcem przedniego i tylnego koła.
3310;1462;Przy użyciu silnika i pomocy nóg.
3311;1462;Tylko hamulcem tylnego koła.
3312;1463;Zmniejszyć twardość zawieszenia.
3313;1463;Poinstruować pasażera o sposobie zachowania na motorowerze.
3314;1463;Zmniejszyć ciśnienie w ogumieniu.
3315;1464;Tak, w bocznym wózku.
3316;1464;Tak, na tylnym siedzeniu motocykla.
3317;1464;Nie.
3318;1465;Tak, na tylnym siedzeniu motocykla.
3319;1465;Tak, w bocznym wózku.
3320;1465;Nie.
3321;1466;W kasku ochronnym, na siedzeniu dla pasażera.
3322;1466;Przed sobą, na zbiorniku paliwa.
3323;1466;Między sobą a innym dorosłym pasażerem motocykla.
3324;1467;5 m.
3325;1467;4 m.
3326;1467;3 m.
3327;1468;Oznaczenie chorągiewką barwy czerwonej.
3328;1468;Wyposażenie we własną tablicę rejestracyjną o numerze innym niż tablica rejestracyjna motocykla.
3329;1468;Wyposażenie w tablicę rejestracyjną przeniesioną z motocykla.
3330;1469;Zasłaniając częściowo tablicę rejestracyjną.
3331;1469;Zabezpieczając go przed zmianą położenia.
3332;1469;Zasłaniając tylne światło pozycyjne.
3333;1470;Nie, w żadnym wypadku.
3334;1470;Tak, na tylnym siedzeniu motoroweru.
3335;1470;Tak, o ile nie przekroczysz prędkości 20 km/h.
3336;1471;Tak, na tylnym siedzeniu.
3337;1471;Tak, jadąc z małą prędkością.
3338;1471;Nie, w żadnym przypadku.
3339;1472;Rozmawiać przez telefon komórkowy.
3340;1472;Rozmawiać z Tobą.
3341;1472;Jechać bez kasku ochronnego.
3342;1473;Zasłaniając tablicę rejestracyjną.
3343;1473;Zabezpieczając go przed zmianą położenia.
3344;1473;Zasłaniając tylne światło pozycyjne.
3345;1474;Na zamocowanie go tak, aby nie naruszał stateczności motocykla.
3346;1474;Na zapewnienie łatwego dostępu do jego zawartości w czasie jazdy.
3347;1474;Na umocowanie go tak, aby zmniejszał opory powietrza.
3348;1475;Tak, za pomocą połączenia giętkiego umożliwiającego łatwe odczepienie.
3349;1475;Tak, za pomocą połączenia giętkiego wykluczającego możliwość odczepienia.
3350;1475;Tak, za pomocą połączenia sztywnego umożliwiającego łatwe odczepienie.
3351;1476;Tak, przy użyciu połączenia sztywnego, które uniemożliwi odczepienie w czasie jazdy.
3352;1476;Nie.
3353;1476;Tak, przy użyciu połączenia giętkiego umożliwiającego łatwe odczepienie.
3354;1477;Aby nie napełniać więcej niż 3/4 pojemności zbiornika.
3355;1477;Aby nie rozlać benzyny na gorący silnik lub rozgrzane elementy układu wydechowego.
3356;1477;Aby silnik motocykla był włączony.
3357;1478;Tak, jeżeli w Twojej ocenie posiada on prawidłową koordynację ruchów.
3358;1478;Tak, przy ograniczeniu prędkości do 40 km/h.
3359;1478;Nie.
3360;1479;Nie.
3361;1479;Tak, przy ograniczeniu prędkości do 40 km/h.
3362;1479;Tak, jeżeli w Twojej ocenie posiada on prawidłową koordynację ruchów.
3363;1480;Nie.
3364;1480;Tak, przy ograniczeniu prędkości do 20 km/h.
3365;1480;Tak, jeżeli w Twojej ocenie posiada on prawidłową koordynację ruchów.
3366;1481;Słuchać muzyki.
3367;1481;Korzystać podczas jazdy z telefonu komórkowego wymagającego trzymania go w ręku.
3368;1481;Korzystać z zestawu głośnomówiącego.
3369;1482;5 m.
3370;1482;4 m.
3371;1482;3 m.
