id;question;mediaReference;points;typeId;correctAnswerId
435;Czy podczas długotrwałej awarii możesz pozwolić pasażerom opuścić tramwaj, nawet jeśli może to utrudnić ruch lub narazić ich na niebezpieczeństwo?;;1;1;906
436;Czy jako motorniczy jesteś zobowiązany do podania swoich danych personalnych pasażerowi uczestniczącemu w wypadku?;;2;1;907
437;Czy jesteś zobowiązany podać dane firmy, w której pracujesz oraz dane dotyczące ubezpieczyciela tramwaju pasażerowi, który uczestniczy w wypadku?;;2;1;909
438;Czy jako motorniczy, niezależnie od tego, czy zostałeś przeszkolony, czy nie, jesteś zobowiązany udzielić niezbędnej pomocy ofiarom wypadku?;;2;1;911
439;Czy zmęczenie może powodować skutki zbliżone do działania alkoholu, takie jak obniżona możliwość koncentracji oraz wydłużony czas reakcji?;;3;1;913
440;Czy w tej sytuacji, kierując samochodem osobowym, możesz wjechać na most?;2936D15org.jpg;3;1;916
441;Czy w tej sytuacji, kierując motocyklem jednośladowym, możesz wjechać na most?;2936D15org.jpg;3;1;917
442;Czy wartość określona na widocznym znaku zakazu dotyczy dopuszczalnej masy całkowitej pojazdu?;IMG_8023d8org.jpg;3;1;919
443;Kierujesz samochodem ciężarowym o dopuszczalnej masie całkowitej 12 ton. Czy w przedstawionej sytuacji wolno Ci wjechać na autostradę przez tę bramkę?;IMG_6748d8org.jpg;3;1;921
444;Kierujesz ciągnikiem rolniczym. Czy wolno Ci wjechać na drogę za widocznymi znakami zakazu?;1898D14MMorg.jpg;3;1;924
445;Czy w tej sytuacji kierując pojazdem z ładunkiem o łącznej wysokości 3,7 m, możesz kontynuować jazdę na wprost?;IMG_6238d8org.jpg;3;1;925
446;Kierujesz pojazdem o wysokości 2,8 metra, załadowanym do wysokości 3,8 metra. Czy wolno Ci kontynuować jazdę tą drogą?;IMG_6238d8org.jpg;3;1;928
447;Czy w tej sytuacji możesz wjechać na stację paliw, jeśli kierujesz zespołem pojazdów o łącznej długości 11m?;D38_5665org.jpg;3;1;930
448;Kierujesz pojazdem o dopuszczalnej masie całkowitej 16 ton, którego rzeczywista masa całkowita wynosi 14 ton. Czy wolno Ci wjechać na ten most?;3044D15org.jpg;3;1;931
449;Czy ten znak zabrania Ci wyprzedzać motocykle jednośladowe?;IMG_8905d8Dorg.jpg;3;1;934
450;Czy w tej sytuacji zakaz wyrażony znakiem obowiązuje od miejsca jego ustawienia?;IMG_7665d8org.jpg;3;1;936
451;Czy umieszczona pod widocznym znakiem zakazu tabliczka wskazuje odległość od miejsca, w którym ten zakaz obowiązuje?;IMG_7665d8org.jpg;3;1;937
452;Czy ten znak oznacza wyjazd z obszaru zabudowanego?;IMG_2977d8orgbm.jpg;1;1;939
453;Czy w tej sytuacji masz obowiązek zmniejszyć prędkość pojazdu, gdy na drodze nie ma pieszych?;IMG_6730org.jpg;1;1;942
454;Kierujesz samochodem ciężarowym o dopuszczalnej masie całkowitej 12 ton. Czy w tej sytuacji wolno Ci skręcić w lewo na najbliższym skrzyżowaniu?;IMG_8911_org.jpg;1;1;944
455;Czy w odległości 1000 metrów od tego znaku rozpocznie się droga ekspresowa?;IMG_5549_org.jpg;1;1;945
456;Chcesz wysadzić pasażera. Czy za tym znakiem możesz się zatrzymać w dowolnym miejscu przy prawej krawędzi jezdni?;IMG_8078org.jpg;1;1;948
457;Czy ten znak oznacza wjazd na obszar zabudowany?;IMG_3731d8_org.jpg;1;1;949
458;Kierujesz pojazdem członowym o dopuszczalnej masie całkowitej 24 ton. Czy na drodze za tym znakiem postój Twojego pojazdu dozwolony jest tylko na wyznaczonych w tym celu parkingach?;IMG_3731d8orgbm.jpg;1;1;951
459;Czy w tej sytuacji znajdujesz się na jezdni dwukierunkowej?;IMG_7471_orgbezmaski.jpg;1;1;953
460;Czy w tej sytuacji prawy pas ruchu jest przeznaczony dla każdego pojazdu?;IMG_6819_orgbezmaski.jpg;1;1;956
461;Czy w tej sytuacji, przejeżdżając przez białą przerywaną linię, zmieniasz pas ruchu?;IMG_0028_orgbezmaski.jpg;1;1;958
462;Czy ten znak poziomy zabrania zmiany pasa ruchu?;IMG_6781_1_orgbezmaski.jpg;1;1;959
463;Czy w tej sytuacji, kierując samochodem osobowym, wolno Ci jechać na wprost zajmowanym pasem ruchu?;IMG_6807_org.jpg;1;1;962
464;Czy w tej sytuacji wolno Ci korzystać ze wszystkich pasów ruchu na całej szerokości jezdni?;IMG_7243_1org.jpg;1;1;964
465;Czy widoczne oznakowanie poziome zabrania zmiany dotychczas zajmowanego pasa ruchu?;IMG_0034_orgbezmaski.jpg;1;1;966
466;Czy z zajmowanego pasa ruchu wolno Ci skręcić w prawo na tym skrzyżowaniu?;IMG_7865_orgbezmaski.jpg;1;1;967
467;Czy w tej sytuacji wolno Ci zatrzymać pojazd przy prawym krawężniku?;IMG_8401_orgbezmaski.jpg;1;1;969
468;Czy w tej sytuacji wolno Ci zmienić zajmowany pas ruchu?;IMG_9225_orgbezmaski.jpg;1;1;971
469;Jedziesz prawym pasem ruchu. Czy wolno Ci skręcić w lewo na skrzyżowaniu?;IMG_9786_orgbezmaski.jpg;1;1;974
470;Czy na tym poboczu dozwolony jest postój pojazdu?;IMG_0245d5_orgbezmaski.jpg;1;1;976
471;Czy na tym poboczu dozwolone jest zatrzymanie pojazdu niewynikające z warunków lub przepisów ruchu drogowego?;IMG_0245d5_orgbezmaski.jpg;1;1;978
472;Czy w tej sytuacji wolno Ci zmienić pas ruchu, żeby pojechać na wprost?;IMG_0248d5_orgbezmaski.jpg;1;1;980
473;Czy w tej sytuacji wolno Ci zawrócić na widocznym skrzyżowaniu?;IMG_0303d5_orgbezmaski.jpg;1;1;981
474;Czy jadąc tym pasem ruchu masz prawo zawrócić na najbliższym  skrzyżowaniu?;IMG_0373d5_orgbezmaski.jpg;1;1;984
475;Czy w tej sytuacji wolno Ci zmienić pas ruchu na znajdujący się przy prawej krawędzi jezdni?;IMG_0400d5_orgbezmaski.jpg;1;1;986
476;Czy zatrzymanie pojazdu w tym miejscu w celu ustąpienia pierwszeństwa innym kierującym pojazdami jest właściwe?;IMG_0827d6_orgbezmaski.jpg;1;1;988
477;Czy w tej sytuacji wolno Ci zatrzymać pojazd na prawym poboczu?;IMG_0632(zmiana)d8_orgbezmaski.jpg;1;1;989
478;Czy na tym pasie ruchu jazda jest dozwolona tylko w kierunku wskazanym strzałką?;0026D14MM_a_orgbez maski.jpg;1;1;991
479;"Kierujesz autobusem wykonującym nieodpłatny przewóz osób. Czy w tej sytuacji wolno Ci wjechać na pas ruchu oznaczony znakiem ""BUS""?";152D16_aorgbm.jpg;1;1;994
480;Kierujesz pojazdem silnikowym. Czy z zajmowanego pasa ruchu wolno Ci pojechać przez skrzyżowanie na wprost?;4122D15_aorgbm.jpg;1;1;996
481;Czy w tak oznakowanym miejscu wolno Ci zmienić pas ruchu?;0195D14MM_a_orgbezmaski.jpg;1;1;998
482;Czy w celu wysadzenia pasażera, wolno Ci zatrzymać pojazd na tym przystanku?;W4(23,54,80)org.wmv;1;1;1000
483;Zamierzasz kontynuować jazdę na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;KW_D22_445_org_2.wmv;3;1;1002
484;Zamierzasz kontynuować jazdę na wprost. Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;KW_D16_256org.wmv;3;1;1003
485;Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;KW_D16_254org.wmv;3;1;1005
486;Zamierzasz jechać na wprost. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;KW_D16_351(1)org.wmv;3;1;1008
487;Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;KW_D16_353org.wmv;3;1;1009
488;Czy jadąc na wprost, masz obowiązek ustąpić pierwszeństwa nadjeżdżającemu z przeciwka pojazdowi, który skręca w lewo?;KW_D16_358org.wmv;3;1;1012
489;Czy w tej sytuacji, skręcając w prawo, masz obowiązek ustąpić pierwszeństwa nadjeżdżającemu z przeciwka pojazdowi, który skręca w lewo?;KW_D16_359org.wmv;3;1;1014
490;Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;522.D28KW_org.wmv;3;1;1015
491;Skręcasz w prawo, a nadjeżdżający z lewej strony motocyklista zamierza kontynuować jazdę na wprost. Czy masz pierwszeństwo przed nim?;KW_D22_446_org_2.wmv;3;1;1017
492;Jedziesz na wprost. Czy masz obowiązek ustąpić pierwszeństwa kierującemu motocyklem?;KW_D22_447_org_2.wmv;3;1;1019
493;Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;KW_D22_450_org_2.wmv;3;1;1022
494;Czy jadąc na wprost masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;KW_D22_451_org_2.wmv;3;1;1023
495;Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed motocyklem?;KW_D22_432_org_2.wmv;3;1;1025
496;Czy w tej sytuacji masz prawo kontynuować jazdę?;AK_D10_31_org.wmv;3;1;1028
497;Czy w tej sytuacji należy zrezygnować z manewru wyprzedzania?;D26_120org.jpg;3;1;1029
498;Czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie przed Tobą?;D38WCz_4_org.wmv;3;1;1031
499;Czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie przed Tobą?;D38WCz_10_org.wmv;3;1;1033
500;Czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie przed Tobą?;WC_D17_8org.wmv;3;1;1036
501;Czy w tej sytuacji masz prawo wyprzedzić rowerzystę?;D38WCz_3_org.wmv;3;1;1038
502;Czy w tej sytuacji należy powstrzymać się od wyprzedzania?;D38WCz_6_org.wmv;3;1;1039
503;Kierujesz pojazdem na obszarze zabudowanym. Czy w tej sytuacji masz prawo wyprzedzić z prawej strony pojazd jadący przed Tobą?;D26_015org.jpg;3;1;1041
504;Czy w tej sytuacji masz obowiązek pozostać na miejscu wypadku?;R_1org.wmv;1;1;1043
505;Czy w tej sytuacji masz obowiązek udzielić niezbędnej pomocy ofierze wypadku?;R_1org.wmv;1;1;1045
506;Czy w tej sytuacji masz obowiązek zapewnić bezpieczeństwo ruchu w miejscu wypadku?;R_187org.jpg;1;1;1047
507;Czy ten znak oznacza wyjazd z obszaru zabudowanego?;IMG_9683d8orgbm.jpg;1;1;1050
508;Czy w tej sytuacji, kontynuując jazdę, masz obowiązek zmienić pas ruchu?;IMG_6737_1org.jpg;1;1;1051
509;Czy w tak oznakowanym miejscu wolno Ci skręcić w lewo na widoczny przy drodze parking?;0656D14MM_aorgbm.jpg;1;1;1054
510;Czy z tak oznakowanej jezdni wolno Ci zjechać na widoczny po lewej stronie parking?;0674D14MM_aorgbm.jpg;1;1;1055
511;Czy w tej sytuacji musisz zastosować się do żółtych znaków poziomych?;2145D14MM_aorgbm.jpg;1;1;1057
512;Czy w tej sytuacji wolno Ci jechać na wprost z zajmowanego przez Ciebie pasa ruchu?;1949D14MM_aorgbm.jpg;1;1;1060
513;Czy w tej sytuacji wolno Ci zmienić pas ruchu na lewy, jeżeli zamierzasz skręcić w lewo?;2481D14MM_aorgbm.jpg;1;1;1062
514;Czy wolno Ci skręcić w lewo przed przejściem dla pieszych?;0045D14MM_aorgbm.jpg;1;1;1064
515;Czy w tym miejscu wolno Ci zmienić pas ruchu, jeżeli zamierzasz pojechać na wprost?;2649D14MM_aorgbm.jpg;1;1;1065
516;Czy w tej sytuacji masz obowiązek zatrzymać pojazd przed widoczną linią ciągłą?;093D16_aorgbm.jpg;1;1;1067
517;Czy w tej sytuacji wolno Ci wjechać na skrzyżowanie bez zatrzymania pojazdu przed widoczną linią ciągłą?;093D16_aorgbm.jpg;1;1;1070
518;Czy widoczne na tym skrzyżowaniu oznakowanie poziome w postaci linii przerywanej, oznacza kontynuację zajmowanego pasa ruchu?;120D16_aorgbm.jpg;1;1;1071
519;Czy widoczny trójkątny znak poziomy uprzedza Cię o miejscu na drodze, w którym występuje lub może występować niebezpieczeństwo?;127D16_aorgbm.jpg;1;1;1073
520;Czy widoczna na jezdni linia, złożona z trójkątów, wyznacza miejsce warunkowego zatrzymania się w celu ustąpienia pierwszeństwa?;177D16_aorgbm.jpg;1;1;1075
521;Czy w tak oznakowanym miejscu wolno Ci wyprzedzić z lewej strony pojazd znajdujący się na Twoim pasie ruchu?;0060D14MM_aorgbm.jpg;1;1;1078
522;Czy w tej sytuacji wolno Ci wjechać na stację paliw wjazdem widocznym po lewej stronie?;0716D14MM_aorgbm.jpg;1;1;1080
523;Czy ten znak uprzedza Cię o niedawno wprowadzonej zmianie obowiązujących dotychczas zasad pierwszeństwa na najbliższym skrzyżowaniu?;IMG_8313d8_aorgbm.jpg;1;1;1081
524;Czy jadąc na wprost będziesz poruszał się drogą z pierwszeństwem?;0874D14MMorgbm.jpg;1;1;1083
525;Czy w tej sytuacji jesteś informowany o końcu drogi z pierwszeństwem przejazdu?;IMG_0731d8orgbm.jpg;1;1;1085
526;Czy za tym znakiem, znajdujące się na jezdni urządzenia wymuszające powolną jazdę, mogą nie być oznakowane znakami ostrzegawczymi?;4562D15_n.jpg;1;1;1087
527;Czy w tak oznakowanej zatoce, możesz zatrzymać każdy pojazd w celu wysadzenia pasażera?;IMG_0667d8org.jpg;1;1;1090
528;Skręcasz w lewo. Czy w tej sytuacji wolno Ci przejechać przed tramwajem?;D23MMX_5org.wmv;3;1;1091
529;Czy przejeżdżając obok tramwaju stojącego na przystanku nieznajdującym się przy chodniku masz obowiązek zachować szczególną ostrożność?;287TRAM2org.jpg;3;1;1093
530;Czy w tej sytuacji nadawany sygnał świetlny zabrania Ci wjazdu za sygnalizator?;322D12_a_org.jpg;3;1;1095
531;Czy uczestnicząc w wypadku, w którym są zabici lub ranni, masz prawo oddalić się z miejsca wypadku, gdy przybędą służby nadzoru ruchu?;;2;1;1098
532;Czy uczestnicząc w wypadku, w którym są zabici lub ranni, masz prawo zacząć samodzielnie usuwać jego skutki - sprzątać, przygotowywać tramwaj do holowania itp.?;;2;1;1100
533;Czy w tej sytuacji zabroniony jest Twój wjazd na skrzyżowanie?;099D11orgbm.jpg;3;1;1102
534;Czy widoczny nad Twoim pasem ruchu sygnał świetlny zobowiązuje Cię do zatrzymania się przed sygnalizatorem?;003D13_a_org.jpg;3;1;1104
535;Czy następny sygnał będzie Ci zabraniał wjazdu na skrzyżowanie?;131D11orgbm.jpg;3;1;1106
536;Czy w tej sytuacji następnym sygnałem będzie sygnał czerwony?;1026D18_a_org.jpg;3;1;1108
537;Czy sygnał świetlny nad Twoim pasem ruchu zezwala na skręt w lewo?;117D16_a_org.jpg;3;1;1109
538;Zatrzymałeś właśnie swój pojazd. Czy w związku ze znaczeniem nadawanego sygnału świetlnego zrobiłeś to we właściwym miejscu?;IMG_0555orgbm.jpg;3;1;1112
539;Czy w tej sytuacji masz obowiązek zastosować się do sygnału podawanego przez widoczną osobę?;IMG_9391d8orgbm.jpg;3;1;1113
540;Czy w przedstawionej sytuacji wolno Ci kontynuować jazdę?;249D11orgbm.jpg;3;1;1116
541;Czy w tej sytuacji masz obowiązek zatrzymać pojazd?;229D11orgbm.jpg;3;1;1117
542;Czy w tej sytuacji skręcanie w prawo jest zabronione nawet wtedy, gdy nie utrudni to poruszania się innym uczestnikom ruchu drogowego?;187D11orgbm.jpg;3;1;1119
543;Czy widoczny sygnał dawany przez osobę uprawnioną oznacza, że za chwilę będzie Ci wolno wjechać na skrzyżowanie?;092D11orgbm.jpg;3;1;1121
544;Czy sygnał, który daje policjant, zezwala na wjazd na skrzyżowanie?;146D11orgbm.jpg;3;1;1123
545;Czy w przedstawionej sytuacji masz obowiązek zatrzymać się?;022D11orgbm.jpg;3;1;1125
546;Czy w tej sytuacji wolno Ci skręcić w prawo, jeżeli nie utrudniasz nikomu ruchu?;186D11orgbm.jpg;3;1;1128
547;Czy w tej sytuacji masz prawo przejechać przez skrzyżowanie na wprost?;022D11orgbm.jpg;3;1;1130
548;Czy w tej sytuacji masz obowiązek zastosować się do sygnału osoby kierującej ruchem?;022D11orgbm.jpg;3;1;1131
549;Czy w tej sytuacji masz obowiązek zastosować się do sygnału świetlnego?;004D11orgbm.jpg;3;1;1134
550;Czy w tej sytuacji, zmieniając pas ruchu, masz obowiązek zachować szczególną ostrożność?;IMG_8184d8org.jpg;2;1;1135
551;Czy masz obowiązek zachować bezpieczny odstęp od wymijanego pojazdu?;IMG_6361d8org.jpg;2;1;1137
552;Czy masz obowiązek zachować bezpieczny odstęp od omijanego pojazdu?;7377_aorgbm.jpg;2;1;1139
553;Czy masz obowiązek zachować bezpieczny odstęp od omijanej przeszkody?;IMG_6258d8org.jpg;2;1;1141
554;Czy masz obowiązek zachować odstęp co najmniej 1 metra od omijanego obiektu?;IMG_6258d8org.jpg;2;1;1144
555;Czy w tej sytuacji masz prawo zachować dowolny odstęp od wymijanego samochodu ciężarowego?;IMG_6361d8org.jpg;2;1;1146
556;Czy omijając widoczny po lewej stronie obiekt, masz obowiązek zachowania bezpiecznego odstępu?;d9_24org.wmv;2;1;1147
557;Czy w przedstawionej sytuacji jesteś ostrzegany o trzech niebezpiecznych zakrętach, z których pierwszy jest w lewo?;2413D15org.jpg;2;1;1149
558;Czy znak zakazu umieszczony na prawej jezdni oznacza, że jest ona zamknięta dla ruchu?;D20_0079org.jpg;3;1;1151
559;Czy widoczne oznakowanie poziome wskazuje miejsce zatrzymania się w celu ustąpienia pierwszeństwa?;0147D14MM_aorgbm.jpg;1;1;1153
560;"Czy w tej sytuacji, po wjechaniu za sygnalizator, masz obowiązek zatrzymać się w miejscu wskazanym znakiem ""stop""?";D24MMXorg.wmv;3;1;1156
561;Czy zażycie przez prowadzącego pojazd niewielkiej ilości narkotyku wpływa na poprawę zdolności do prawidłowej oceny ryzyka na drodze?;;2;1;1158
562;Czy w tej sytuacji motorniczy posiada pierwszeństwo przejazdu przed pojazdami poruszającymi się drogą poprzeczną?;206TRAM2.wmv;3;1;1159
563;Czy w tej sytuacji, motorniczy posiada pierwszeństwo przejazdu przed pojazdami jadącymi po najbliższej poprzecznej jezdni?;207TRAM1org.wmv;3;1;1162
564;Czy w tej sytuacji motorniczy ma obowiązek ustąpić pierwszeństwa przejazdu tramwajom poruszającym się po torowisku poprzecznym?;211TRAM2org.wmv;3;1;1163
565;Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem jadącym z kierunku przeciwnego na wprost?;D23MMX_8org.wmv;3;1;1166
566;Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi szynowemu?;D23MMX_6org.wmv;3;1;1167
567;Zamierzasz skręcić w lewo na skrzyżowaniu. Czy w tej sytuacji należy przyśpieszyć, aby zdążyć przejechać przed pojazdami nadjeżdżającymi z przeciwka?;D23MMXorg.wmv;3;1;1170
568;Czy kierujący pojazdem po spożyciu alkoholu, może mieć trudności w jednoczesnym wykonywaniu dwóch i więcej czynności?;;2;1;1171
569;"Czy w tej sytuacji masz obowiązek zastosować się do pionowego znaku ostrzegawczego ""ustąp pierwszeństwa""?";D23MMX_12org.wmv;3;1;1174
570;Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;D23MMX_14org.wmv;3;1;1176
571;Którą z wymienionych czynności powinieneś wykonać, aby płynnie ruszyć z miejsca?;;2;2;1177
572;Czy za tym znakiem, w razie zatrzymania pojazdu wskutek zatoru drogowego, masz obowiązek zachować odstęp od poprzedzającego pojazdu nie mniejszy niż 5m?;IMG_8078n.jpg;1;1;1180
573;Czego nie masz prawa robić, gdy kierujesz samochodem osobowym?;;2;2;1183
574;Czy w tej sytuacji masz prawo zatrzymać się w zatoce w celu wysadzenia pasażera?;AK_D03_01_org_2.wmv;2;1;1186
575;Czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie przed Tobą?;WC_d17_24org_skrocenie.wmv;3;1;1188
576;Czy w tej sytuacji masz prawo kilkukrotnie użyć sygnału dźwiękowego, zamiast zatrzymać pojazd?;532.D28KW_org.wmv;1;1;1190
577;Zamierzasz zawrócić. Czy w tej sytuacji wystąpi kolizja z tramwajem?;D23MMX_5org.wmv;3;1;1192
578;Czy w tej sytuacji dozwolone jest użycie sygnału dźwiękowego?;615.D29GMorg.wmv;1;1;1194
579;Czy przy omijaniu nietrzeźwego rowerzysty należy zwiększyć odstęp od niego?;2782D15orgbm.jpg;3;1;1195
580;Czy możesz przejechać przed pojazdem szynowym?;D23MMX_15org.wmv;3;1;1197
581;Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi z przeciwka, skręcającemu w lewo?;D23MMX_16org.wmv;3;1;1200
582;Zamierzasz jechać na wprost. Czy masz pierwszeństwo przed pojazdami widocznymi na skrzyżowaniu?;D23MMX_16org.wmv;3;1;1201
583;Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa tramwajowi skręcającemu w lewo?;D23MMX_17org.wmv;3;1;1204
584;Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdami jadącymi z kierunku przeciwnego na wprost?;D23MMX_18org.wmv;3;1;1206
585;Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa tramwajowi?;D23MMX_20org.wmv;3;1;1207
586;Czy w tej sytuacji masz pierwszeństwo przed pojazdem, który jedzie z przeciwnego kierunku i skręca w lewo?;D23MMX_20org.wmv;3;1;1209
587;Zamierzasz skręcić w lewo. Czy w tej sytuacji wolno Ci przejechać przed pojazdem nadjeżdżającym z przeciwka?;D23MMX_26org.wmv;3;1;1212
588;Czy ten sygnał oznacza, że podczas jazdy w lewo nie występuje kolizja z innymi uczestnikami ruchu?;D23MMX_28org.wmv;3;1;1213
589;Czy w tej sytuacji jesteś informowany o początku drogi z pierwszeństwem przejazdu?;IMG_0731d8orgbm.jpg;1;1;1216
590;Czy w tej sytuacji masz prawo wjechać na skrzyżowanie?;154D11orgbm.jpg;3;1;1218
591;Czy wolno Ci zatrzymać pojazd na jezdni bezpośrednio za widocznym skrzyżowaniem?;IMG_7573_1orgbm.jpg;2;1;1220
592;Czy w takiej sytuacji zawsze jesteś zobowiązany do zatrzymania się?;R_187org.jpg;1;1;1221
593;Czy w tej sytuacji, chcąc kontynuować jazdę w lewo za przejazdem, powinieneś zatrzymać się przed półzaporą?;tram614,5_1JSorg.wmv;3;1;1223
594;Czy w tej sytuacji powinieneś wziąć pod uwagę, że rowerzysta może wjechać na jezdnię?;IMG_3527_aorgbm.jpg;3;1;1225
595;Czy wyprzedzenie rowerzysty w tej sytuacji jest zabronione?;IMG_7363_aorgbm.jpg;3;1;1228
596;Czy pojazd pozostawiony na jezdni za tym znakiem może zostać usunięty na koszt właściciela?;IMG_4011org.jpg;3;1;1229
597;Którą z wymienionych czynności należy wykonać, kierując samochodem osobowym w nocy podczas mgły?;;3;2;1231
598;Czy w tej sytuacji nadawane sygnały świetlne zezwalają Ci na wjazd za sygnalizator?;1026D18_a_org.jpg;3;1;1235
599;Czy w tej sytuacji nadawane sygnały świetlne zabraniają wjazdu za sygnalizator?;3106D15_a_org.jpg;3;1;1236
600;Czy w tej sytuacji sygnał świetlny zabrania wjazdu za sygnalizator kierowcom jadącym na wprost?;0118D14MM_a_org.jpg;3;1;1238
601;Czy w tej sytuacji masz prawo jechać dalej dopiero po tym, gdy tramwaj ruszy?;AK_D10_35_org.wmv;3;1;1241
602;Czy umieszczona pod widocznym znakiem tabliczka oznacza koniec odcinka drogi z niebezpiecznymi zakrętami?;A-3 z T-3org.jpg;2;1;1242
603;Czy w tej sytuacji wolno Ci zastosować się do wskazań białych strzałek?;MM_D14_03_org.wmv;1;1;1245
604;Zamierzasz skręcić w prawo. Czy masz pierwszeństwo przed motocyklistą skręcającym w lewo?;KW_D22_408_org.wmv;3;1;1247
605;Zamierzasz zawrócić. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi szynowemu?;D23MMX_6org.wmv;3;1;1248
606;Zamierzasz kontynuować jazdę na wprost. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;KW_D16_356org_2.wmv;3;1;1250
607;Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;KW_D22_404_org_2.wmv;3;1;1252
608;Czy w tej sytuacji masz prawo kontynuować wyprzedzanie?;WC_D17_1_org_2.wmv;3;1;1254
609;Czy w tej sytuacji masz obowiązek obserwować zachowanie pieszych?;WC_D17_1_org_2.wmv;3;1;1256
610;Czy ograniczenie prędkości, umieszczone pod tym znakiem ostrzegawczym, dotyczy wyłącznie terenu robót drogowych i jest odwoływane wraz z wyjazdem z tego obszaru?;166TRAM1org.jpg;3;1;1259
611;Czy omijając przeszkodę, masz obowiązek zachować od niej bezpieczny odstęp?;AK_D07_12_org_2.wmv;2;1;1260
612;Czy na tym skrzyżowaniu, zamierzając zawrócić, jesteś obowiązany ustąpić pierwszeństwa wjeżdżającemu na nie pojazdowi?;520_D27KW_org_2.wmv;3;1;1262
613;Zamierzasz jechać na wprost. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;KW_D22_423_org_2.wmv;3;1;1265
614;Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;515_D27KW_org_2.wmv;3;1;1266
615;Czy w tej sytuacji wolno Ci skręcić na parking znajdujący się po lewej stronie drogi?;MM_D14_26_org_2.wmv;1;1;1269
616;Czy w tej sytuacji motorniczy ma obowiązek zatrzymać się na tuż przed linią wyznaczoną przez prostokąty?;132TRAM3org.jpg;1;1;1270
617;Czy w tej sytuacji motorniczy ma pierwszeństwo przejazdu przed tramwajami mogącymi nadjechać z lewej strony?;264KRAKOWorg.wmv;3;1;1273
618;Czy w tej sytuacji masz prawo pojechać na wprost?;POL_019org.jpg;3;1;1274
619;Czy w tej sytuacji wolno Ci skręcić w lewo?;POL_019org.jpg;3;1;1276
620;Czy w tej sytuacji powinieneś być przygotowany do wjechania na skrzyżowanie?;POL_026org.jpg;3;1;1278
621;Czy masz prawo zaprzestać sygnalizowania zamiaru zmiany kierunku jazdy zaraz po rozpoczęciu manewru?;154TRAM3org.wmv;1;1;1281
622;Czy w tej sytuacji masz obowiązek użyć kierunkowskazu zmieniając tor jazdy?;214TRAM2org.wmv;1;1;1282
623;Czy w tej sytuacji masz obowiązek zastosować zasadę ograniczonego zaufania?;217TRAM1org.wmv;3;1;1284
624;Czy w tej sytuacji masz obowiązek umożliwić kierowcy opuszczenie skrzyżowania?;219TRAM2org.jpg;2;1;1286
625;Czy w tej sytuacji powinieneś być przygotowany na to, że kierowca może wjechać na torowisko, blokując przejazd?;223TRAM1org.wmv;3;1;1288
626;Czy w tej sytuacji motorniczy powien zaczekać, aż pieszy opuści przejście?;222TRAM1org.jpg;3;1;1290
627;Czy dozwolone jest wyprzedzanie na przejeździe dla rowerzystów, na którym ruch jest kierowany?;227TRAM3org.jpg;3;1;1292
628;Skręcasz w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;KW_D22_437_org_2.wmv;3;1;1295
629;Kierujesz samochodem osobowym. Jak powinieneś postąpić w czasie przejazdu przez rozległą kałużę?;;3;2;1298
630;Kierujesz samochodem. Jak powinieneś się zachować w czasie wymijania pojazdu nocą?;;3;2;1301
631;Zamierzasz skręcić w lewo na skos. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;505_D27KW_org_2.wmv;3;1;1303
